	symbol	available_exchanges	currency_base	currency_quote
3345	UGC/USD	['Synthetic']	ugChain	US Dollar
3346	UIS/USD	['Synthetic']	Unitus	US Dollar
3347	UKG/BTC	['Bittrex']	Unikoin Gold	Bitcoin
3348	UKG/USD	['Synthetic']	Unikoin Gold	US Dollar
3349	ULA/USD	['Synthetic']	Ulatech	US Dollar
3350	UMA/BTC	['Coinbase Pro']	UMA	Bitcoin
3351	UMA/USD	['Binance', 'Coinbase Pro']	UMA	US Dollar
3352	UNB/USD	['Synthetic']	UnbreakableCoin	US Dollar
3353	UNC/USD	['Synthetic']	UNCoin	US Dollar
3354	UNIC/USD	['Synthetic']	UniCoin	US Dollar
3355	UNIFY/BTC	['YoBit']	Unify	Bitcoin
3356	UNIFY/USD	['Synthetic', 'YoBit']	Unify	US Dollar
3357	UNIs/BRL	['Synthetic']	Uniswap	Brazil Real
3358	UNIs/BTC	['Binance']	Uniswap	Bitcoin
3359	UNIs/CAD	['Synthetic']	Uniswap	Canadian Dollar
3360	UNIs/EUR	['Binance', 'Kraken']	Uniswap	Euro
3361	UNIs/TRY	['Paribu']	Uniswap	Turkish Lira
3362	UNIs/USD	['Binance', 'Huobi']	Uniswap	US Dollar
3363	UNIT/BTC	['YoBit']	Universal Currency	Bitcoin
3364	UNITS/BTC	['YoBit']	GameUnits	Bitcoin
3365	UNITS/USD	['Synthetic']	GameUnits	US Dollar
3366	UNIT/USD	['Synthetic']	Universal Currency	US Dollar
3367	UNI/USD	['Binance']	Uniswap	US Dollar
3368	UNRC/USD	['Livecoin']	UniversalRoyalCoin	US Dollar
3369	UOS/BTC	['KuCoin']	Ultra	Bitcoin
3370	UOS/KRW	['Bithumb']	Ultra	Korean Won
3371	UOS/USD	['Gate.io', 'KuCoin']	Ultra	US Dollar
3372	UPP/ETH	['Hotbit']	Sentinel Protocol	Ethereum
3373	UPP/KRW	['Upbit']	Sentinel Protocol	Korean Won
3374	UPP/USD	['Synthetic']	Sentinel Protocol	US Dollar
3375	URC/USD	['Synthetic']	Unrealcoin	US Dollar
3376	URO/BTC	['YoBit']	Uro	Bitcoin
3377	URO/USD	['Synthetic']	Uro	US Dollar
3378	USC/BTC	['YoBit']	Ultimate Secure Cash	Bitcoin
3379	USC/USD	['Synthetic']	Ultimate Secure Cash	US Dollar
3380	USDB/USD	['Uniswap']	USDB	US Dollar
3381	USDC/BTC	['Bittrex', 'OKEx']	USD Coin	Bitcoin
3382	USDC/INR	['Bitbns']	USD Coin	Indian Rupee
3383	USDC/KRW	['ProBit Exchange']	USD Coin	Korean Won
3384	USDC/USD	['Binance', 'OKEx']	USD Coin	US Dollar
3385	USDD/USD	['Gate.io', 'Huobi', 'Poloniex']	USDD	US Dollar
3386	USDE/BTC	['YoBit']	USDe	Bitcoin
3387	USDe/USD	['Uniswap']	Ethena USDe	US Dollar
3388	USDE/USD	['YoBit']	USDe	US Dollar
3389	USDN/BTC	['Bittrex']	Neutrino USD	Bitcoin
3390	USDN/USD	['Bittrex', 'KuCoin']	Neutrino USD	US Dollar
3391	USDP/CAD	['Synthetic']	Pax Dollar	Canadian Dollar
3392	USDP/USD	['Binance']	USDP Stablecoin	US Dollar
3393	USDT/BRL	['Binance']	Tether	Brazil Real
3394	USDT/CAD	['Kraken']	Tether	Canadian Dollar
3395	USDT/INR	['Bitbns']	Tether	Indian Rupee
3396	USDT/RUB	['Binance', 'Exmo']	Tether	Russian Ruble
3397	USDT/THB	['Bitkub', 'Satang Pro']	Tether	Thai Baht
3398	USDT/TRY	['Binance', 'BTCTurk', 'Paribu']	Tether	Turkish Lira
3399	USDT/USD	['Bitfinex', 'Kraken']	Tether	US Dollar
3400	USDY/USD	['Uniswap']	Ondo US Dollar Yield	US Dollar
3401	USNBT/USD	['SouthXchange']	NuBits	US Dollar
3402	USTC/USD	['Huobi', 'Kraken', 'Kucoin']	TerraClassicUSD	US Dollar
3403	UST/USD	['Coinbase Pro']	TerraUSD	US Dollar
3404	UTC/USD	['Synthetic']	UltraCoin	US Dollar
3405	UTK/BTC	['Huobi', 'Kucoin']	UTRUST	Bitcoin
3406	UTK/ETH	['Huobi', 'Kucoin']	UTRUST	Ethereum
3407	UTK/USD	['Binance', 'OKEx', 'Synthetic']	Utrust	US Dollar
3408	UTNP/BTC	['IDCM']	Universa	Bitcoin
3409	UTNP/ETH	['IDCM']	Universa	Ethereum
3410	UTNP/USD	['Synthetic']	Universa	US Dollar
3411	UTT/BTC	['HitBTC']	United Traders Token	Bitcoin
3412	UTT/ETH	['HitBTC']	United Traders Token	Ethereum
3413	UTT/USD	['HitBTC']	United Traders Token	US Dollar
3414	VAL/USD	['Synthetic']	Valorbit	US Dollar
3415	VASH/USD	['Synthetic']	VPNCoin	US Dollar
3416	VC/USD	['Synthetic']	VirtualCoin	US Dollar
3417	VEC2/BTC	['YoBit']	VectorAI	Bitcoin
3418	VEC2/USD	['Synthetic']	VectorAI	US Dollar
3419	VEE/BTC	['Bittrex']	BLOCKv	Bitcoin
3420	VEE/USD	['Ethfinex']	BLOCKv	US Dollar
3421	VEGI/BTC	['SouthXchange']	Veggie	Bitcoin
3422	VEGI/USD	['SouthXchange']	Veggie	US Dollar
3423	VELO/USD	['Binance']	Velo	US Dollar
3424	VERI/BTC	['Mercatox']	Veritaseum	Bitcoin
3425	VERI/ETH	['Mercatox']	Veritaseum	Ethereum
3426	VERI/USD	['Synthetic']	Veritaseum	US Dollar
3427	VET/AUD	['Synthetic']	VeChain	Australian Dollar
3428	VET/BNB	['Binance']	VeChain	Binance Coin
3429	VET/BTC	['Binance', 'BitMart', 'HitBTC']	VeChain	Bitcoin
3430	VET/CAD	['Synthetic']	VeChain	Canadian Dollar
3431	VET/CNY	['Synthetic']	VeChain	Chinese Yuan
3432	VET/ETH	['Binance', 'BitMart']	VeChain	Ethereum
3433	VET/EUR	['Binance', 'Synthetic']	VeChain	Euro
3434	VET/GBP	['Binance']	VeChain	British Pound
3435	VET/HKD	['Synthetic']	VeChain	Hong Kong Dollar
3436	VET/ILS	['Synthetic']	VeChain	Israeli Shekel
3437	VET/INR	['Synthetic']	VeChain	Indian Rupee
3438	VET/KRW	['Bithumb', 'Synthetic', 'Upbit']	VeChain	Korean Won
3439	VET/MXN	['Synthetic']	VeChain	Mexican Peso
3440	VET/MYR	['Synthetic']	VeChain	Malaysian Ringgit
3441	VET/PLN	['Synthetic']	VeChain	Polish Zloty
3442	VET/RUB	['Synthetic']	VeChain	Russian Ruble
3443	VET/SAR	['Synthetic']	VeChain	Saudi Riyal
3444	VET/SEK	['Synthetic']	VeChain	Swedish Krona
3445	VET/TRY	['Synthetic']	VeChain	Turkish Lira
3446	VET/USD	['Binance', 'Huobi']	VeChain	US Dollar
3447	VET/VND	['Synthetic']	VeChain	Vietnamese Dong
3448	VET/ZAR	['Synthetic']	VeChain	South African Rand
3449	VEX/BTC	['BTC-Alpha']	Vexanium	Bitcoin
3450	VEX/IDR	['Indodax']	Vexanium	Indonesian Rupiah
3451	VEX/USD	['BTC-Alpha']	Vexanium	US Dollar
3452	VIA/BTC	['Bittrex', 'YoBit']	Viacoin	Bitcoin
3453	VIA/USD	['Synthetic']	Viacoin	US Dollar
3454	VIB/BTC	['Binance', 'HitBTC']	Viberate	Bitcoin
3455	VIBE/BTC	['HitBTC']	VIBE	Bitcoin
3456	VIB/ETH	['Binance', 'HitBTC']	Viberate	Ethereum
3457	VIBE/USD	['Synthetic']	VIBE	US Dollar
3458	VIB/USD	['HitBTC']	Viberate	US Dollar
3459	VIDZ/USD	['Synthetic']	PureVidz	US Dollar
3460	VIP/USD	['Synthetic']	VIP Tokens	US Dollar
3461	VISIO/BTC	['YoBit']	Visio	Bitcoin
3462	VISIO/USD	['Synthetic']	Visio	US Dollar
3463	VITE/BTC	['OKEx']	VITE	Bitcoin
3464	VITE/ETH	['Hotbit']	VITE	Ethereum
3465	VITE/USD	['Binance', 'Synthetic']	VITE	US Dollar
3466	VIU/USD	['Synthetic']	Viuly	US Dollar
3467	VIVO/USD	['Synthetic']	VIVO	US Dollar
3468	VLT/BTC	['YoBit']	Veltor	Bitcoin
3469	VLTC/USD	['Synthetic']	Vault Coin	US Dollar
3470	VLT/USD	['Synthetic']	Veltor	US Dollar
3471	VLX/BTC	['Bittrex']	Velas	Bitcoin
3472	VLX/USD	['Bittrex']	Velas	US Dollar
3473	VOLLAR/BTC	['Hotbit']	V-Dimension	Bitcoin
3474	VOLLAR/ETH	['Hotbit']	V-Dimension	Ethereum
3475	VOLLAR/USD	['Hotbit']	V-Dimension	US Dollar
3476	VOLT/BTC	['YoBit']	Bitvolt	Bitcoin
3477	VOLT/USD	['Synthetic']	Bitvolt	US Dollar
3478	VOX/USD	['Synthetic']	Voxels	US Dollar
3479	VOYA/USD	['Synthetic']	Voyacoin	US Dollar
3480	VPRC/USD	['Synthetic']	VapersCoin	US Dollar
3481	VRC/BTC	['Bittrex']	VeriCoin	Bitcoin
3482	VRC/USD	['Synthetic']	VeriCoin	US Dollar
3483	VRM/BTC	['Livecoin']	VeriumReserve	Bitcoin
3484	VRM/USD	['Synthetic']	VeriumReserve	US Dollar
3485	VSL/USD	['Synthetic']	vSlice	US Dollar
3486	VSYS/BTC	['BitForex', 'Huobi', 'Kucoin']	V Systems	Bitcoin
3487	VSYS/USD	['Bitfinex', 'Huobi']	V Systems	US Dollar
3488	VTC/BTC	['Bittrex', 'YoBit']	Vertcoin	Bitcoin
3489	VTC/USD	['Synthetic']	Vertcoin	US Dollar
3490	VTR/USD	['Synthetic']	vTorrent	US Dollar
3491	VULC/BTC	['Crex24']	VULCANO	Bitcoin
3492	VULC/USD	['BitMart', 'Synthetic']	Vulcano	US Dollar
3493	V/USD	['Synthetic']	Version	US Dollar
3494	VVS/USD	['Crypto.com Exchange']	VVS Finance	US Dollar
3495	WABI/BNB	['Binance']	Wabi	Binance Coin
3496	WABI/BTC	['Binance']	Wabi	Bitcoin
3497	WABI/USD	['Synthetic']	Wabi	US Dollar
3498	WAN/BTC	['Binance', 'Bitrue', 'Huobi']	Wanchain	Bitcoin
3499	WAN/ETH	['Binance', 'Huobi']	Wanchain	Ethereum
3500	WAN/USD	['Synthetic']	Wanchain	US Dollar
3501	WAN/XRP	['Bitrue']	Wanchain	XRP
3502	WARP/BTC	['YoBit']	WARP	Bitcoin
3503	WARP/USD	['Synthetic']	WARP	US Dollar
3504	WAVES/BNB	['Binance']	Waves	Binance Coin
3505	WAVES/BRL	['Coingecko']	Waves	Brazil Real
3506	WAVES/BTC	['Binance', 'Tidex']	Waves	Bitcoin
3507	WAVES/ETH	['Binance', 'Bittrex']	Waves	Ethereum
3508	WAVES/EUR	['Kraken']	Waves	Euro
3509	WAVES/IDR	['BTC Indonesia']	Waves	Indonesian Rupiah
3510	WAVES/KRW	['Upbit']	Waves	Korean Won
3511	WAVES/RUB	['Exmo']	Waves	Russian Ruble
3512	WAVES/TRY	['Paribu']	Waves	Turkish Lira
3513	WAVES/USD	['Binance', 'LATOKEN']	Waves	US Dollar
3514	WAX/BTC	['Kucoin']	WAX	Bitcoin
3515	WAX/ETH	['Kucoin']	WAX	Ethereum
3516	WAXP/CAD	['Synthetic']	WAX	Canadian Dollar
3517	WAXP/USD	['Binance']	WAX	US Dollar
3518	WAX/USD	['Ethfinex', 'HitBTC', 'Synthetic']	WAX	US Dollar
3519	WAY/USD	['Synthetic']	WayGuide	US Dollar
3520	WBB/BTC	['YoBit']	Wild Beast Block	Bitcoin
3521	WBB/USD	['Synthetic']	Wild Beast Block	US Dollar
3522	WBTC/BTC	['Binance', 'Coinbase Pro', 'FTX', 'Huobi']	Wrapped Bitcoin	Bitcoin
3523	WBTC/CAD	['Synthetic']	Wrapped Bitcoin	Canadian Dollar
3524	WBTC/USD	['FTX', 'Synthetic']	Wrapped Bitcoin	US Dollar
3525	WBX/BRL	['MercadoBitcoin']	WiBX	Brazil Real
3526	WBX/BTC	['ProBit Exchange']	WiBX	Bitcoin
3527	WBX/USD	['Coinbene', 'Synthetic']	WiBX	US Dollar
3528	WC/BTC	['Crex24']	WINCOIN	Bitcoin
3529	WCT/BTC	['Tidex']	Waves Community Token 	Bitcoin
3530	WCT/USD	['Synthetic']	Waves Community Token	US Dollar
3531	WC/USD	['Synthetic']	WINCOIN	US Dollar
3532	WDC/USD	['Synthetic']	WorldCoin	US Dollar
3533	WEB/USD	['Synthetic']	Webchain	US Dollar
3534	WEMIX/KRW	['Bithumb', 'Coinone']	WEMIX	Korean Won
3535	WEMIX/USD	['Gate.io', 'Huobi']	WEMIX	US Dollar
3536	WGO/BTC	['Tidex']	WavesGo	Bitcoin
3537	WGO/USD	['Synthetic']	WavesGo	US Dollar
3538	WGR/BTC	['YoBit']	Wagerr	Bitcoin
3539	WGR/USD	['Synthetic']	Wagerr	US Dollar
3540	WICC/BNB	['Binance DEX']	WaykiChain	Binance Coin
3541	WICC/BTC	['Huobi']	WaykiChain	Bitcoin
3542	WICC/ETH	['Huobi']	WaykiChain	Ethereum
3543	WICC/USD	['Huobi']	WaykiChain	US Dollar
3544	WIC/USD	['Synthetic']	Wi Coin	US Dollar
3545	WILD/BTC	['Crex24']	Wild Crypto	Bitcoin
3546	WILD/ETH	['Crex24']	Wild Crypto	Ethereum
3547	WILD/USD	['Synthetic']	Wild Crypto	US Dollar
3548	WINGS/USD	['Synthetic']	Wings	US Dollar
3549	WIN/USD	['Binance', 'Poloniex']	WINkLink	US Dollar
3550	WISH/BNB	['Binance DEX']	MyWish	Binance Coin
3551	WISH/USD	['Synthetic']	MyWish	US Dollar
3552	WLD/USD	['Binance']	Worldcoin	US Dollar
3553	WMC/USD	['Synthetic']	WMCoin	US Dollar
3554	WOMEN/USD	['Synthetic']	WomenCoin	US Dollar
3555	Woodcoin/USD	['Kraken']	Woodcoin	US Dollar
3556	WOO/USD	['Gate.io', 'Huobi', 'KuCoin']	WOO Network	US Dollar
3557	WORM/USD	['Synthetic']	HealthyWormCoin	US Dollar
3558	WOW/USD	['Synthetic']	Wowcoin	US Dollar
3559	WOZX/ETH	['Gate.io']	EFFORCE	Ethereum
3560	WOZX/USD	['Synthetic']	EFFORCE	US Dollar
3561	WPR/BTC	['Huobi']	WePower	Bitcoin
3562	WPR/INR	['Bitbns']	WePower	Indian Rupee
3563	WPR/USD	['Synthetic']	WePower	US Dollar
3564	WRC/BTC	['YoBit']	Worldcore	Bitcoin
3565	WRC/ETH	['YoBit']	Worldcore	Ethereum
3566	WRC/USD	['Synthetic']	Worldcore	US Dollar
3567	WRX/BTC	['Binance']	WazirX	Bitcoin
3568	WRX/INR	['WazirX']	WazirX	Indian Rupee
3569	WRX/USD	['Binance']	WazirX	US Dollar
3570	WTC/BTC	['Binance', 'Bitrue', 'OKEx']	Waltonchain	Bitcoin
3571	WTC/ETH	['Huobi']	Waltonchain	Ethereum
3572	WTC/USD	['Huobi', 'OKEx']	Waltonchain	US Dollar
3573	WTC/XRP	['Bitrue']	Waltonchain	XRP
3574	WTT/ETH	['YoBit']	Giga Watt Token	Ethereum
3575	WTT/USD	['Synthetic']	Giga Watt Token	US Dollar
3576	WXT/BTC	['Kucoin', 'OKEx']	Wirex Token	Bitcoin
3577	WXT/USD	['Kucoin', 'OKEx']	Wirex Token	US Dollar
3578	X2/USD	['Synthetic']	X2	US Dollar
3579	X8X/BNT	['Bancor Network']	X8X Token	Bancor
3580	X8X/USD	['Synthetic']	X8X Token	US Dollar
3581	XAUR/BTC	['HitBTC']	Xaurum	Bitcoin
3582	XAUR/USD	['Synthetic']	Xaurum	US Dollar
3583	XBC/BTC	['Graviex']	Bitcoin Plus	Bitcoin
3584	XBC/USD	['Synthetic']	Bitcoin Plus	US Dollar
3585	XBL/USD	['Synthetic']	Billionaire Token	US Dollar
3586	XBTC21/BTC	['YoBit']	Bitcoin 21	Bitcoin
3587	XBTC21/USD	['Synthetic']	Bitcoin 21	US Dollar
3588	XBTS/BTC	['YoBit']	Beatcoin	Bitcoin
3589	XBTS/USD	['Synthetic']	Beatcoin	US Dollar
3590	XBY/BTC	['YoBit']	XTRABYTES	Bitcoin
3591	XBY/USD	['Synthetic']	XTRABYTES	US Dollar
3592	XCH/USD	['Gate.io', 'Huobi']	Chia Network	US Dollar
3593	XCN/USD	['Synthetic']	Cryptonite	US Dollar
3594	XCO/BTC	['YoBit']	X-Coin	Bitcoin
3595	XCO/USD	['Synthetic']	X-Coin	US Dollar
3596	XCP/JPY	['Zaif']	Counterparty	Japanese Yen
3597	XCP/USD	['Synthetic']	Counterparty	US Dollar
3598	XCXT/USD	['Synthetic']	CoinonatX	US Dollar
3599	XDB/BTC	['Bittrex', 'KuCoin']	DigitalBits	Bitcoin
3600	XDB/USD	['Bittrex', 'KuCoin']	DigitalBits	US Dollar
3601	XDC/CAD	['Synthetic']	XDC Network	Canadian Dollar
3602	XDC/ETH	['Kucoin']	XinFin Network	Ethereum
3603	XDC/USD	['Gate.io', 'Kucoin', 'Synthetic']	XDC Network	US Dollar
3604	XDE2/BTC	['YoBit']	XDE II	Bitcoin
3605	XDE2/USD	['Synthetic']	XDE II	US Dollar
3606	XDN/BTC	['Bittrex', 'HitBTC']	DigitalNote	Bitcoin
3607	XDN/ETH	['HitBTC']	DigitalNote	Ethereum
3608	XDN/USD	['HitBTC']	DigitalNote	US Dollar
3609	XEC/USD	['Binance', 'Huobi']	eCash	US Dollar
3610	XEL/BTC	['Bittrex']	XEL	Bitcoin
3611	XEL/USD	['Synthetic']	XEL	US Dollar
3612	XEM/AUD	['Synthetic']	NEM	Australian Dollar
3613	XEM/BITCNY	['CoinTiger']	NEM	bitCNY
3614	XEM/BTC	['Binance', 'DragonEX', 'HitBTC', 'OKEx']	NEM	Bitcoin
3615	XEM/CAD	['Synthetic']	NEM	Canadian Dollar
3616	XEM/CNY	['Synthetic']	NEM	Chinese Yuan
3617	XEM/ETH	['Binance', 'Gate.io', 'HitBTC', 'OKEx']	NEM	Ethereum
3618	XEM/EUR	['Synthetic']	NEM	Euro
3619	XEM/HKD	['Synthetic']	NEM	Hong Kong Dollar
3620	XEM/ILS	['Synthetic']	NEM	Israeli Shekel
3621	XEM/INR	['Synthetic']	NEM	Indian Rupee
3622	XEM/JPY	['Zaif']	NEM	Japanese Yen
3623	XEM/KRW	['Bithumb', 'Synthetic', 'Upbit']	NEM	Korean Won
3624	XEM/MXN	['Synthetic']	NEM	Mexican Peso
3625	XEM/MYR	['Synthetic']	NEM	Malaysian Ringgit
3626	XEM/PLN	['Synthetic']	NEM	Polish Zloty
3627	XEM/RUB	['Synthetic']	NEM	Russian Ruble
3628	XEM/SAR	['Synthetic']	NEM	Saudi Riyal
3629	XEM/SEK	['Synthetic']	NEM	Swedish Krona
3630	XEM/TRY	['Synthetic']	NEM	Turkish Lira
3631	XEM/USD	['HitBTC', 'OKEx']	NEM	US Dollar
3632	XEM/VND	['Synthetic']	NEM	Vietnamese Dong
3633	XEM/XRP	['Bitrue']	NEM	XRP
3634	XEM/ZAR	['Synthetic']	NEM	South African Rand
3635	XETn/USD	['BitMart', 'MEXC']	Xfinite Entertainment Token	US Dollar
3636	XET/USD	['Synthetic']	ETERNAL TOKEN	US Dollar
3637	XFT/USD	['Synthetic']	Footy Cash	US Dollar
3638	XGOX/USD	['SouthXchange']	XGOX	US Dollar
3639	XHI/BTC	['YoBit']	HiCoin	Bitcoin
3640	XHI/USD	['Synthetic']	HiCoin	US Dollar
3641	XHV/BTC	['TradeOgre']	Haven Protocol	Bitcoin
3642	XHV/USD	['Synthetic']	Haven Protocol	US Dollar
3643	XID/USD	['Synthetic']	Sphre AIR	US Dollar
3644	XIN/BTC	['BigONE']	Mixin	Bitcoin
3645	XIN/EOS	['BigONE']	Mixin	EOS
3646	XIN/ETH	['BigONE']	Mixin	Ethereum
3647	XIN/USD	['BigONE']	Mixin	US Dollar
3648	XIOS/BTC	['YoBit']	Xios	Bitcoin
3649	XIOS/USD	['YoBit']	Xios	US Dollar
3650	XJO/BTC	['YoBit']	Joulecoin	Bitcoin
3651	XJO/USD	['Synthetic']	Joulecoin	US Dollar
3652	XLC/USD	['Synthetic']	LeviarCoin	US Dollar
3653	XLM/AUD	['Synthetic']	Stellar	Australian Dollar
3654	XLM/BNB	['Binance']	Stellar	Binance Coin
3655	XLM/BRL	['NovaDAX']	Stellar	Brazil Real
3656	XLM/BTC	['Binance', 'OKEx']	Stellar	Bitcoin
3657	XLM/CAD	['Synthetic']	Stellar	Canadian Dollar
3658	XLM/CNY	['Synthetic']	Stellar	Chinese Yuan
3659	XLM/ETH	['Binance', 'BitMart', 'HitBTC']	Stellar	Ethereum
3660	XLM/EUR	['Coinbase Pro', 'Synthetic']	Stellar	Euro
3661	XLM/GBP	['BitStamp']	Stellar	British Pound
3662	XLM/HKD	['Synthetic']	Stellar	Hong Kong Dollar
3663	XLM/IDR	['BTC Indonesia']	Stellar	Indonesian Rupiah
3664	XLM/ILS	['Synthetic']	Stellar	Israeli Shekel
3665	XLM/INR	['Bitbns', 'Synthetic']	Stellar	Indian Rupee
3666	XLM/JPY	['Bitbank']	Stellar	Japanese Yen
3667	XLM/KRW	['Bithumb', 'Upbit']	Stellar	Korean Won
3668	XLM/MXN	['Synthetic']	Stellar	Mexican Peso
3669	XLM/MYR	['Synthetic']	Stellar	Malaysian Ringgit
3670	XLM/PLN	['Synthetic']	Stellar	Polish Zloty
3671	XLM/RUB	['Synthetic']	Stellar	Russian Ruble
3672	XLM/SAR	['Synthetic']	Stellar	Saudi Riyal
3673	XLM/SEK	['Synthetic']	Stellar	Swedish Krona
3674	XLM/THB	['Satang Pro']	Stellar	Thai Baht
3675	XLM/TRY	['BTCTurk', 'Paribu', 'Synthetic']	Stellar	Turkish Lira
3676	XLM/USD	['Binance', 'Coinbase Pro', 'Huobi', 'OKEx', 'ZB.COM']	Stellar	US Dollar
3677	XLM/VND	['Synthetic']	Stellar	Vietnamese Dong
3678	XLM/ZAR	['Synthetic']	Stellar	South African Rand
3679	XLQ/BTC	['Graviex']	ALQO	Bitcoin
3680	XMCC/USD	['Synthetic']	Monoeci	US Dollar
3681	XMG/BTC	['YoBit']	Magi	Bitcoin
3682	XMG/USD	['Synthetic']	Magi	US Dollar
3683	XMR/AUD	['Synthetic']	Monero	Australian Dollar
3684	XMR/BNB	['Binance']	Monero	Binance Coin
3685	XMR/BRL	['NovaDAX']	Monero	Brazil Real
3686	XMR/BTC	['Binance', 'HitBTC', 'OKEx']	Monero	Bitcoin
3687	XMR/CAD	['Synthetic']	Monero	Canadian Dollar
3688	XMR/CNY	['Synthetic']	Monero	Chinese Yuan
3689	XMR/ETH	['Binance', 'HitBTC', 'OKEx']	Monero	Ethereum
3690	XMR/EUR	['Kraken']	Monero	Euro
3691	XMR/HKD	['Synthetic']	Monero	Hong Kong Dollar
3692	XMR/ILS	['Synthetic']	Monero	Israeli Shekel
3693	XMR/INR	['Synthetic']	Monero	Indian Rupee
3694	XMR/MXN	['Synthetic']	Monero	Mexican Peso
3695	XMR/MYR	['Synthetic']	Monero	Malaysian Ringgit
3696	XMR/PLN	['Synthetic']	Monero	Polish Zloty
3697	XMR/RUB	['Synthetic']	Monero	Russian Ruble
3698	XMR/SAR	['Synthetic']	Monero	Saudi Riyal
3699	XMR/SEK	['Synthetic']	Monero	Swedish Krona
3700	XMR/TRY	['Synthetic']	Monero	Turkish Lira
3701	XMR/USD	['Gate.io', 'HitBTC']	Monero	US Dollar
3702	XMR/VND	['Synthetic']	Monero	Vietnamese Dong
3703	XMR/ZAR	['Synthetic']	Monero	South African Rand
3704	XMY/BTC	['Bittrex']	Myriad	Bitcoin
3705	XMY/USD	['Bittrex', 'Synthetic']	Myriad	US Dollar
3706	XNN/USD	['Synthetic']	Xenon	US Dollar
3707	XOC/BTC	['YoBit']	Xonecoin	Bitcoin
3708	XOC/USD	['Synthetic']	Xonecoin	US Dollar
3709	XP/BTC	['Graviex']	Experience Points	Bitcoin
3710	XPRT/ETH	['Gate.io']	Persistence	Ethereum
3711	XPRT/USD	['Gate.io', 'Huobi']	Persistence	US Dollar
3712	XPR/USD	['Kucoin']	Proton	US Dollar
3713	XPTX/BTC	['YoBit']	PlatinumBAR	Bitcoin
3714	XPTX/USD	['Synthetic']	PlatinumBAR	US Dollar
3715	XP/USD	['Synthetic']	Experience Points	US Dollar
3716	XPX/BTC	['ProBit Exchange']	ProximaX	Bitcoin
3717	XPX/USD	['ProBit Exchange', 'Synthetic']	ProximaX	US Dollar
3718	XPY/BTC	['YoBit']	PayCoin	Bitcoin
3719	XPY/USD	['Synthetic']	PayCoin	US Dollar
3720	XQN/USD	['Synthetic']	Quotient	US Dollar
3721	XRA/USD	['Synthetic']	Ratecoin	US Dollar
3722	XRC/USD	['Synthetic']	Rawcoin	US Dollar
3723	XRE/USD	['Synthetic']	RevolverCoin	US Dollar
3724	XRL/BTC	['YoBit']	Rialto	Bitcoin
3725	XRL/USD	['Synthetic']	Rialto	US Dollar
3726	XRP/AED	['CoinField']	XRP	UAE Dirham
3727	XRP/ARS	['Synthetic']	XRP	Argentinian Peso
3728	XRP/AUD	['BTC Markets', 'Synthetic']	XRP	Australian Dollar
3729	XRP/BRL	['MercadoBitcoin', 'NovaDAX']	XRP	Brazil Real
3730	XRP/BTC	['Binance', 'HitBTC']	XRP	Bitcoin
3731	XRP/CAD	['CoinField', 'Synthetic']	XRP	Canadian Dollar
3732	XRP/CNY	['Synthetic']	XRP	Chinese Yuan
3733	XRP/EOS	['HitBTC']	XRP	EOS
3734	XRP/ETH	['Binance', 'OKEx']	XRP	Ethereum
3735	XRP/EUR	['BitStamp', 'Kraken']	XRP	Euro
3736	XRP/GBP	['CoinField']	XRP	British Pound
3737	XRP/HKD	['Synthetic']	XRP	Hong Kong Dollar
3738	XRP/IDR	['BTC Indonesia']	XRP	Indonesian Rupiah
3739	XRP/ILS	['Synthetic']	XRP	Israeli Shekel
3740	XRP/INR	['Bitbns', 'Synthetic']	XRP	Indian Rupee
3741	XRP/JPY	['Bitbank', 'Liquid']	XRP	Japanese Yen
3742	XRP/KRW	['Bithumb', 'Coinone', 'Upbit']	XRP	Korean Won
3743	XRP/MXN	['Bitso', 'Synthetic']	XRP	Mexican Peso
3744	XRP/MYR	['Luno', 'Synthetic']	XRP	Malaysian Ringgit
3745	XRP/NGN	['Luno']	XRP	Nigerian Naira
3746	XRP/PLN	['Synthetic']	XRP	Polish Zloty
3747	XRP/RUB	['Exmo']	XRP	Russian Ruble
3748	XRP/SAR	['Synthetic']	XRP	Saudi Riyal
3749	XRP/SEK	['Synthetic']	XRP	Swedish Krona
3750	XRP/THB	['Bitkub', 'Satang Pro']	XRP	Thai Baht
3751	XRP/TRX	['Synthetic']	XRP	TRON
3752	XRP/TRY	['Binance', 'BTCTurk', 'Paribu', 'Synthetic']	XRP	Turkish Lira
3753	XRP/USD	['Binance', 'Bitrue', 'Huobi', 'OKEx']	XRP	US Dollar
3754	XRP/VND	['Synthetic']	XRP	Vietnamese Dong
3755	XRP/ZAR	['Luno', 'Synthetic']	XRP	South African Rand
3756	XSH/BTC	['SouthXchange']	SHIELD	Bitcoin
3757	XSH/USD	['Synthetic']	SHIELD	US Dollar
3758	XST/BTC	['Bittrex']	Stealthcoin	Bitcoin
3759	XSTC/USD	['Synthetic']	Safe Trade Coin	US Dollar
3760	XST/USD	['Synthetic']	Stealthcoin	US Dollar
3761	XTD/USD	['Synthetic']	XTD Coin	US Dollar
3762	XTO/USD	['Synthetic']	Tao	US Dollar
3763	XTRL/USD	['Synthetic']	TurkeyEnergyToken	US Dollar
3764	XTZ/BRL	['NovaDAX']	Tezos	Brazil Real
3765	XTZ/BTC	['BitMax', 'HitBTC', 'Huobi']	Tezos	Bitcoin
